championid,champion_name,player_augment,augment_name,win_rate,show_rate
245,艾克,1067,古式佳酿,0.508122,0.000085
126,杰斯,1138,渴血,0.492713,0.001012
6,厄加特,2003,魄罗之王的弹跳,0.458257,0.000014
3,加里奥,1414,卡皮巴拉空投,0.464521,0.000023
166,阿克尚,1211,杀戮时间到了,0.434609,0.000017
711,薇古丝,1319,升级：献祭,0.497175,0
31,科加斯,1420,咏叹奏鸣,0.514748,0.000121
893,阿萝拉,1129,神射法师,0.504137,0.000281
350,悠米,1098,急急小子,0.408581,0.000006
147,萨勒芬妮,1038,有始有终,0.554014,0.000265
84,阿卡丽,1020,黎明使者的坚决,0.458892,0.000021
82,莫德凯撒,1338,升级：狂妄,0.39486,0
412,锤石,1047,关键暴击,0.395884,0.000042
164,卡蜜尔,1077,灵魂虹吸,0.408805,0.000026
85,凯南,1136,扇巴掌,0.480461,0.000106
56,魔腾,1375,吞噬灵魂,0.468269,0.00003
245,艾克,1038,有始有终,0.54254,0.000523
62,孙悟空,1112,终极不可阻挡,0.465725,0.000119
200,卑尔维斯,1026,唯快不破,0.469834,0.000011
888,烈娜塔,2001,当心小蛋糕！,0.523927,0.000026
106,沃利贝尔,1404,属性！,0.523251,0.000014
254,蔚,1074,缩小射线,0.439991,0.000071
101,泽拉斯,1015,死亡之环,0.310345,0
19,沃里克,1015,死亡之环,0.511957,0.000062
136,奥瑞利安·索尔,2024,由暴生急,0.480123,0.00001
57,茂凯,1009,霸符兄弟,0.534665,0.000064
19,沃里克,1308,火狐,0.507487,0.000012
246,奇亚娜,1112,终极不可阻挡,0.42428,0.000021
42,库奇,1415,双生火焰,0.499291,0.00033
16,索拉卡,1373,缩小引擎,0.522666,0.000108
4,崔斯特,1152,任务：钢化你心,0.437379,0.000053
13,瑞兹,1018,巨像的勇气,0.449854,0.000043
104,格雷福斯,1156,任务：沃格勒特的巫师帽,0.468348,0.000001
350,悠米,1331,至高天诺言,0.430165,0.000129
497,洛,2004,信念者的强化,0.448904,0.000018
23,泰达米尔,1107,接二连三,0.47361,0.000428
64,李青,1029,虚幻武器,0.41632,0.000103
62,孙悟空,1088,终极刷新,0.448312,0.000078
161,维克兹,2002,虚空裂隙,0.51891,0.000194
799,安蓓萨,1347,吵闹鬼,0.441648,0.000004
75,内瑟斯,1015,死亡之环,0.5,0
102,希瓦娜,1030,尤里卡,0.539549,0.000192
16,索拉卡,1136,扇巴掌,0.471798,0.000114
11,易,1006,利刃华尔兹,0.524042,0.000204
202,烬,1038,有始有终,0.508535,0.000804
902,米利欧,1404,属性！,0.521347,0.000006
76,奈德丽,1316,刃下生风,0.438089,0.000031
201,布隆,1332,不祥契约,0.41655,0.000004
89,蕾欧娜,1421,舞会女王,0.499647,0.000058
30,卡尔萨斯,1361,任务：艾卡西亚的陷落,0.458874,0
143,婕拉,2001,当心小蛋糕！,0.532989,0.000092
268,阿兹尔,1411,升级：荆棘之甲,0.428571,0
24,贾克斯,1347,吵闹鬼,0.477319,0.00001
104,格雷福斯,1379,未知符文_1379,0.25,0
82,莫德凯撒,1308,火狐,0.519616,0.000139
23,泰达米尔,1333,逃跑计划,0.536096,0.000148
2,奥拉夫,1044,冰寒,0.453898,0.000016
92,锐雯,1108,自我毁灭,0.509914,0.000088
62,孙悟空,1401,生机迸发,0.496304,0.000048
64,李青,1414,卡皮巴拉空投,0.402531,0.000012
75,内瑟斯,1086,精准奇才,0.456655,0.000009
90,玛尔扎哈,1308,火狐,0.588057,0.000163
121,卡兹克,1310,小丑学院,0.524677,0.000854
40,迦娜,1349,终极唤醒,0.482113,0.000013
7,乐芙兰,1038,有始有终,0.469731,0.000352
58,雷克顿,1353,坦克引擎,0.453912,0.000424
27,辛吉德,1206,魔法转物理,0.385309,0.000002
888,烈娜塔,1237,质变：黄金阶,0.521622,0.000043
72,斯卡纳,1375,吞噬灵魂,0.436214,0.000118
99,拉克丝,1318,升级：中娅,0.479202,0.000345
143,婕拉,1051,点亮他们！,0.511838,0.000079
39,艾瑞莉娅,1316,刃下生风,0.40435,0.000013
61,奥莉安娜,1339,激光治疗,0.453111,0.000009
69,卡西奥佩娅,1105,家园卫士,0.517234,0.000039
23,泰达米尔,1214,旋转至胜,0.476082,0.000182
26,基兰,1011,你摸不到,0.436968,0.000012
89,蕾欧娜,1405,速度恶魔,0.485329,0.000033
42,库奇,1020,黎明使者的坚决,0.499522,0.000017
90,玛尔扎哈,1211,杀戮时间到了,0.512186,0.000195
81,伊泽瑞尔,1006,利刃华尔兹,0.417351,0.000022
90,玛尔扎哈,1391,红包,0.585461,0.000225
910,彗,1154,任务：海牛阿福的勇士,0.503074,0.000019
268,阿兹尔,2010,双发快射,0.431756,0.00001
427,艾翁,1341,帽上加帽,0.457201,0.000011
39,艾瑞莉娅,1348,闪闪现现,0.408272,0.000003
201,布隆,1045,炼狱导管,0.431603,0.000007
6,厄加特,1424,???,0.416295,0.000005
12,阿利斯塔,1118,会心治疗,0.455289,0.000194
42,库奇,1198,圣火,0.439655,0
157,亚索,1011,你摸不到,0.459706,0.000057
33,拉莫斯,2010,双发快射,0.418524,0.000001
80,潘森,1085,折磨者,0.45807,0.000025
51,凯特琳,1105,家园卫士,0.550271,0.000203
10,凯尔,2016,注魔,0.50432,0.00003
516,奥恩,1347,吵闹鬼,0.45183,0.000011
54,墨菲特,1069,退敌力场,0.437249,0.000052
122,德莱厄斯,1015,死亡之环,0.515924,0
16,索拉卡,1206,魔法转物理,0.372644,0.000001
246,奇亚娜,1088,终极刷新,0.430753,0.000046
115,吉格斯,1151,面包和奶酪,0.485658,0.000192
804,芸阿娜,1082,残暴之力,0.490503,0.000038
114,菲奥娜,1107,接二连三,0.456853,0.000077
420,俄洛伊,2026,杀意翻涌,0.460608,0.000009
350,悠米,1020,黎明使者的坚决,0.385961,0.000013
201,布隆,1032,裁决使,0.477826,0.000014
245,艾克,1180,超强大脑,0.516477,0.000224
154,扎克,1420,咏叹奏鸣,0.474957,0.00005
35,萨科,1195,巨人杀手,0.475845,0.000788
800,梅尔,1018,巨像的勇气,0.452346,0.00002
106,沃利贝尔,2004,信念者的强化,0.437158,0
112,维克托,2006,飞身踢,0.489416,0.000018
110,韦鲁斯,1002,尖端发明家,0.430254,0.000067
9,费德提克,1198,圣火,0.457038,0.000107
4,崔斯特,1325,玻璃大炮,0.489447,0.000085
126,杰斯,1170,万用瞄准镜,0.423014,0.000041
517,塞拉斯,1112,终极不可阻挡,0.445801,0.000066
887,格温,1025,俯冲轰炸,0.582221,0.000074
82,莫德凯撒,1402,属性叠属性叠属性！,0.525014,0.00003
82,莫德凯撒,1348,闪闪现现,0.422533,0.000013
18,崔丝塔娜,1020,黎明使者的坚决,0.499967,0.000021
11,易,1075,慢炖,0.466743,0.000016
119,德莱文,1194,精怪魔法,0.43298,0.00002
876,莉莉娅,1002,尖端发明家,0.514207,0.000081
30,卡尔萨斯,1411,升级：荆棘之甲,0.571429,0
235,赛娜,2007,你肩上的恶魔,0.407509,0.000018
163,塔莉垭,1149,不动如山,0.46023,0.000008
804,芸阿娜,1358,弹球,0.43144,0.00001
897,奎桑提,1028,侵蚀,0.428921,0.00004
799,安蓓萨,1311,溢流,0.40625,0
163,塔莉垭,1098,急急小子,0.504441,0.000044
120,赫卡里姆,1149,不动如山,0.4666,0.000085
901,斯莫德,1194,精怪魔法,0.438723,0.000076
150,纳尔,1205,物理转魔法,0.394938,0.000037
67,薇恩,1063,狂徒豪气,0.58179,0.000536
32,阿木木,1316,刃下生风,0.428915,0.000004
126,杰斯,1027,大地苏醒,0.434793,0.000029
203,千珏,1336,升级：无尽之刃,0.544345,0.000287
777,永恩,1075,慢炖,0.451697,0.000013
77,乌迪尔,1037,急救用具,0.441618,0.000039
26,基兰,1067,古式佳酿,0.513293,0.000142
517,塞拉斯,1313,作弊：我能回城！,0.456499,0.000242
83,约里克,12317,潘朵拉的盒子,0.463458,0
63,布兰德,1194,精怪魔法,0.50291,0.000146
427,艾翁,1079,战争交响乐,0.397893,0.000001
266,亚托克斯,1039,冰霜 幽灵,0.48425,0.000043
516,奥恩,1400,最终都市列车,0.507653,0.00008
268,阿兹尔,1076,天音爆,0.432544,0
76,奈德丽,1002,尖端发明家,0.430209,0.000101
24,贾克斯,1027,大地苏醒,0.481795,0.000016
166,阿克尚,1416,海克斯科技龙魂,0.467797,0.000014
888,烈娜塔,1334,升级：雪球,0.517562,0.000041
8,弗拉基米尔,1112,终极不可阻挡,0.400143,0.000049
24,贾克斯,1081,踢踏舞,0.493697,0.000146
893,阿萝拉,1073,暗影疾奔,0.565837,0.000817
96,克格莫,1402,属性叠属性叠属性！,0.515293,0.00002
107,雷恩加尔,1027,大地苏醒,0.45661,0.000073
31,科加斯,2024,由暴生急,0.426361,0.000005
26,基兰,1386,转得我眩晕了,0.431941,0
30,卡尔萨斯,1080,会心防御,0.507227,0.000049
92,锐雯,1039,冰霜 幽灵,0.510575,0.000023
41,普朗克,1391,红包,0.563629,0.000325
96,克格莫,1386,转得我眩晕了,0.446225,0.000001
13,瑞兹,1156,任务：沃格勒特的巫师帽,0.540513,0.000995
18,崔丝塔娜,1390,超凡邪恶,0.476823,0.000044
85,凯南,1310,小丑学院,0.546692,0.000107
110,韦鲁斯,1046,炼狱龙魂,0.464564,0.000556
141,凯隐,1028,侵蚀,0.531895,0.000028
61,奥莉安娜,1180,超强大脑,0.513329,0.0002
39,艾瑞莉娅,1013,星界躯体,0.440709,0.000022
240,克烈,1317,升级：弯刀,0.40465,0.000001
427,艾翁,1413,和我一起困在这里,0.431274,0
39,艾瑞莉娅,1403,属性叠属性！,0.514613,0.000018
56,魔腾,1405,速度恶魔,0.491379,0.000079
238,劫,1058,秘术冲拳,0.452967,0.000131
57,茂凯,1028,侵蚀,0.507965,0.000104
412,锤石,2003,魄罗之王的弹跳,0.466485,0.000036
41,普朗克,2018,纯粹主义者 - 术师,0.470356,0.000035
63,布兰德,1042,恶趣味,0.531146,0.000027
893,阿萝拉,1081,踢踏舞,0.476071,0.000026
202,烬,1346,吸血习性,0.504694,0.001542
83,约里克,1318,升级：中娅,0.375,0
107,雷恩加尔,1030,尤里卡,0.383928,0.000007
777,永恩,1070,无休回复,0.530107,0.000047
245,艾克,1037,急救用具,0.340426,0
30,卡尔萨斯,1025,俯冲轰炸,0.560636,0.000554
134,辛德拉,1092,易损,0.485678,0.000113
79,古拉加斯,1346,吸血习性,0.495377,0.000122
421,雷克塞,1025,俯冲轰炸,0.507647,0.000062
950,纳亚菲利,1080,会心防御,0.487172,0.000038
412,锤石,1339,激光治疗,0.472958,0.000176
63,布兰德,1029,虚幻武器,0.51534,0.000454
5,赵信,1389,男爵之手,0.52661,0.000003
163,塔莉垭,1356,暴击飞弹,0.459469,0.000039
89,蕾欧娜,1348,闪闪现现,0.452751,0.000006
54,墨菲特,1027,大地苏醒,0.441272,0.000026
895,尼菈,1070,无休回复,0.511841,0.000007
13,瑞兹,1311,溢流,0.585721,0.004684
98,慎,1032,裁决使,0.519809,0.000067
131,黛安娜,2024,由暴生急,0.437288,0.000004
40,迦娜,1404,属性！,0.538874,0.000007
54,墨菲特,1092,易损,0.448005,0.000135
133,奎因,1046,炼狱龙魂,0.456918,0.000042
421,雷克塞,1032,裁决使,0.451758,0.000099
85,凯南,1046,炼狱龙魂,0.481461,0.000071
20,努努和威朗普,1036,火上浇油,0.420678,0.000013
133,奎因,1181,重量级打击手,0.456398,0.000015
145,卡莎,1308,火狐,0.519187,0.000027
266,亚托克斯,1301,神圣干预,0.460374,0.000091
31,科加斯,1092,易损,0.454873,0.000055
8,弗拉基米尔,1047,关键暴击,0.404024,0.000048
64,李青,1409,魄罗爆破手,0.448034,0.000145
910,彗,1025,俯冲轰炸,0.49208,0.000023
112,维克托,1133,魔法飞弹,0.523409,0.001078
40,迦娜,1115,最万用的瞄准镜,0.417356,0.000004
150,纳尔,1066,量子计算,0.454963,0.000061
92,锐雯,1328,暴击律动,0.454644,0.000006
711,薇古丝,1375,吞噬灵魂,0.516066,0.000054
96,克格莫,1133,魔法飞弹,0.495119,0.000568
350,悠米,1328,暴击律动,0.395923,0
161,维克兹,1038,有始有终,0.528408,0.000314
29,图奇,1051,点亮他们！,0.505882,0.00047
150,纳尔,1237,质变：黄金阶,0.46153,0.000088
127,丽桑卓,1037,急救用具,0.464286,0
54,墨菲特,1315,快中求稳,0.460505,0.000044
67,薇恩,1047,关键暴击,0.553615,0.000301
777,永恩,2003,魄罗之王的弹跳,0.452525,0.000014
82,莫德凯撒,1421,舞会女王,0.487922,0.000034
40,迦娜,1152,任务：钢化你心,0.404931,0.000018
904,未知英雄_904,1375,吞噬灵魂,0.560801,0.000146
233,贝蕾亚,1243,质变：混沌,0.550124,0.000044
904,未知英雄_904,1392,神圣雪球,0.497285,0.000032
202,烬,1424,???,0.446657,0.000014
6,厄加特,1042,恶趣味,0.442465,0.00007
711,薇古丝,1401,生机迸发,0.498693,0.000012
711,薇古丝,1097,巫师式思考,0.50977,0.000337
432,巴德,1195,巨人杀手,0.438268,0.000078
61,奥莉安娜,1098,急急小子,0.517412,0.000066
38,卡萨丁,1107,接二连三,0.425012,0.000002
75,内瑟斯,12317,潘朵拉的盒子,0.468085,0
48,特朗德尔,1180,超强大脑,0.376065,0.000003
91,泰隆,1086,精准奇才,0.463107,0.000006
11,易,1180,超强大脑,0.434718,0.000003
113,瑟庄妮,2024,由暴生急,0.404767,0.000001
85,凯南,1047,关键暴击,0.463698,0.000053
102,希瓦娜,1204,叠角龙,0.499078,0.000029
59,嘉文四世,1388,无限循环往复,0.508204,0.000333
61,奥莉安娜,1347,吵闹鬼,0.47633,0.00002
234,佛耶戈,1092,易损,0.501472,0.000149
901,斯莫德,1026,唯快不破,0.513629,0.000057
85,凯南,2003,魄罗之王的弹跳,0.447721,0.000009
6,厄加特,1115,最万用的瞄准镜,0.449347,0.000129
233,贝蕾亚,1347,吵闹鬼,0.467588,0.000004
35,萨科,1107,接二连三,0.377238,0.000025
31,科加斯,1323,残忍,0.461148,0.000396
517,塞拉斯,1326,夜狩,0.446186,0.0003
25,莫甘娜,1084,穿针引线,0.50339,0.000382
51,凯特琳,1129,神射法师,0.416667,0.000012
17,提莫,1342,雪球扭蛋机,0.496132,0.000085
221,泽丽,1403,属性叠属性！,0.531244,0.000027
32,阿木木,1342,雪球扭蛋机,0.470926,0.000086
72,斯卡纳,1338,升级：狂妄,0.402033,0.000022
202,烬,1086,精准奇才,0.471087,0.000221
350,悠米,1074,缩小射线,0.411765,0.000024
150,纳尔,1015,死亡之环,0.455882,0
106,沃利贝尔,1318,升级：中娅,0.434501,0.000008
102,希瓦娜,1138,渴血,0.507184,0.000297
79,古拉加斯,1149,不动如山,0.455392,0.000165
136,奥瑞利安·索尔,1105,家园卫士,0.555809,0.00009
25,莫甘娜,1070,无休回复,0.540774,0.000128
164,卡蜜尔,2010,双发快射,0.385623,0.000003
555,派克,1029,虚幻武器,0.43983,0.000044
35,萨科,1074,缩小射线,0.403858,0.000048
127,丽桑卓,1015,死亡之环,0.36,0
112,维克托,1138,渴血,0.531434,0.000057
497,洛,1332,不祥契约,0.439259,0.000004
69,卡西奥佩娅,1009,霸符兄弟,0.496113,0.000065
98,慎,1075,慢炖,0.548238,0.000443
69,卡西奥佩娅,1004,回归基本功,0.500476,0.000044
69,卡西奥佩娅,1107,接二连三,0.423808,0.000004
4,崔斯特,2018,纯粹主义者 - 术师,0.529,0.000049
98,慎,1074,缩小射线,0.47968,0.000135
711,薇古丝,1996,升级：耀光,0.529412,0
163,塔莉垭,1401,生机迸发,0.497614,0.000011
7,乐芙兰,1105,家园卫士,0.463292,0.00006
131,黛安娜,1079,战争交响乐,0.462076,0.000024
268,阿兹尔,1305,练腿日,0.465392,0.000021
18,崔丝塔娜,1073,暗影疾奔,0.497651,0.000025
77,乌迪尔,1029,虚幻武器,0.503974,0.000374
117,璐璐,1026,唯快不破,0.412475,0.000005
350,悠米,1401,生机迸发,0.452014,0.000028
80,潘森,1074,缩小射线,0.448632,0.00004
64,李青,1068,循环往复,0.435496,0.000268
72,斯卡纳,0,无符文,0.610475,0.001637
245,艾克,2001,当心小蛋糕！,0.5384,0.000098
99,拉克丝,1386,转得我眩晕了,0.447271,0.000001
34,艾尼维亚,1379,未知符文_1379,0.380952,0
498,霞,1007,大力,0.571109,0.000143
240,克烈,1415,双生火焰,0.456914,0
32,阿木木,1154,任务：海牛阿福的勇士,0.448575,0.000015
902,米利欧,1411,升级：荆棘之甲,0.323529,0
516,奥恩,1409,魄罗爆破手,0.486645,0.000015
114,菲奥娜,1238,质变：棱彩阶,0.548835,0.000261
79,古拉加斯,1136,扇巴掌,0.491894,0.000443
154,扎克,1154,任务：海牛阿福的勇士,0.395308,0.000012
55,卡特琳娜,1098,急急小子,0.415647,0.000018
72,斯卡纳,1006,利刃华尔兹,0.430737,0.000033
221,泽丽,2006,飞身踢,0.450782,0.000017
432,巴德,1095,风语者的祝福,0.456128,0.00002
103,阿狸,1073,暗影疾奔,0.517539,0.000233
161,维克兹,1404,属性！,0.540278,0.000027
800,梅尔,0,无符文,0.684079,0.010255
19,沃里克,2018,纯粹主义者 - 术师,0.408061,0.000005
113,瑟庄妮,1321,砍伤,0.478174,0.000084
902,米利欧,1116,闪现向前,0.457865,0.000003
268,阿兹尔,1087,台风,0.452463,0.000068
12,阿利斯塔,1068,循环往复,0.491881,0.000244
203,千珏,1187,闪光弹,0.48177,0.000012
120,赫卡里姆,1027,大地苏醒,0.45924,0.000025
120,赫卡里姆,1348,闪闪现现,0.439168,0.000008
36,蒙多医生,1084,穿针引线,0.493963,0.000016
154,扎克,1063,狂徒豪气,0.438762,0.000031
22,艾希,1036,火上浇油,0.533336,0.000801
81,伊泽瑞尔,1060,海洋龙魂,0.485439,0.000195
3,加里奥,1320,升级：收集者,0.369565,0
19,沃里克,1405,速度恶魔,0.448713,0.00003
893,阿萝拉,1390,超凡邪恶,0.533834,0.000739
147,萨勒芬妮,2001,当心小蛋糕！,0.531074,0.000094
114,菲奥娜,2006,飞身踢,0.51292,0.000039
200,卑尔维斯,1009,霸符兄弟,0.48086,0.000019
420,俄洛伊,1060,海洋龙魂,0.485355,0.000153
81,伊泽瑞尔,1036,火上浇油,0.449779,0.000461
143,婕拉,2005,扳机炼狱,0.473369,0.000003
68,兰博,1038,有始有终,0.572791,0.000505
11,易,1349,终极唤醒,0.493053,0.000156
142,佐伊,1420,咏叹奏鸣,0.584509,0.000051
268,阿兹尔,1390,超凡邪恶,0.500657,0.000313
201,布隆,1315,快中求稳,0.476728,0.000025
887,格温,1037,急救用具,0.53031,0.000067
90,玛尔扎哈,1097,巫师式思考,0.531142,0.000623
203,千珏,1133,魔法飞弹,0.47798,0.000121
4,崔斯特,1208,轨道镭射,0.499696,0.000016
89,蕾欧娜,2005,扳机炼狱,0.457634,0.000005
7,乐芙兰,1414,卡皮巴拉空投,0.399219,0.000006
60,伊莉丝,1318,升级：中娅,0.460806,0.000043
64,李青,1331,至高天诺言,0.408253,0.00003
67,薇恩,1386,转得我眩晕了,0.502947,0.000001
60,伊莉丝,1325,玻璃大炮,0.446207,0.000014
51,凯特琳,1386,转得我眩晕了,0.44696,0.000001
62,孙悟空,1075,慢炖,0.524829,0.000233
114,菲奥娜,1220,连拨击锤,0.467267,0.000046
48,特朗德尔,1205,物理转魔法,0.385687,0.000008
497,洛,1358,弹球,0.466653,0.000025
30,卡尔萨斯,1311,溢流,0.498519,0.000867
113,瑟庄妮,1400,最终都市列车,0.507239,0.000074
38,卡萨丁,1020,黎明使者的坚决,0.523655,0.000023
60,伊莉丝,1104,仆从大师,0.467826,0.000063
26,基兰,1069,退敌力场,0.461868,0.000032
104,格雷福斯,1020,黎明使者的坚决,0.522305,0.00004
113,瑟庄妮,1066,量子计算,0.479071,0.000087
1,安妮,1116,闪现向前,0.483344,0.000024
75,内瑟斯,1071,更万用的瞄准镜,0.502254,0.000163
62,孙悟空,1420,咏叹奏鸣,0.52387,0.000063
90,玛尔扎哈,1112,终极不可阻挡,0.506881,0.000088
17,提莫,1107,接二连三,0.444792,0.000165
86,盖伦,1401,生机迸发,0.476679,0.000057
266,亚托克斯,1409,魄罗爆破手,0.473533,0.000075
127,丽桑卓,1323,残忍,0.488381,0.000238
48,特朗德尔,1051,点亮他们！,0.496309,0.000044
67,薇恩,1327,坚若磐石,0.491142,0.000004
157,亚索,1038,有始有终,0.526682,0.000078
147,萨勒芬妮,1238,质变：棱彩阶,0.55221,0.000303
240,克烈,1045,炼狱导管,0.445222,0.000004
804,芸阿娜,1057,山脉龙魂,0.484384,0.000007
38,卡萨丁,1058,秘术冲拳,0.454751,0.000015
36,蒙多医生,1053,科学狂人,0.562197,0.000214
33,拉莫斯,1068,循环往复,0.453847,0.000052
164,卡蜜尔,1057,山脉龙魂,0.446044,0.00001
106,沃利贝尔,1405,速度恶魔,0.462056,0.000036
50,斯维因,1386,转得我眩晕了,0.408716,0.000001
202,烬,2016,注魔,0.45362,0.000007
5,赵信,1112,终极不可阻挡,0.443935,0.00006
110,韦鲁斯,1103,面包和黄油,0.462475,0.000437
245,艾克,1138,渴血,0.530826,0.000308
143,婕拉,1194,精怪魔法,0.48681,0.000063
429,卡莉丝塔,1107,接二连三,0.523116,0.000684
804,芸阿娜,1335,夺金,0.512993,0.00003
60,伊莉丝,1220,连拨击锤,0.459273,0.000003
80,潘森,1373,缩小引擎,0.514669,0.000209
8,弗拉基米尔,1384,捐赠,0.499498,0.000128
360,莎弥拉,1029,虚幻武器,0.408304,0.00011
69,卡西奥佩娅,1064,坚韧,0.464864,0.000016
141,凯隐,1208,轨道镭射,0.497189,0.000007
120,赫卡里姆,1037,急救用具,0.481041,0.000304
902,米利欧,1095,风语者的祝福,0.606578,0.000099
201,布隆,1195,巨人杀手,0.478645,0.000006
121,卡兹克,1013,星界躯体,0.470416,0.000014
412,锤石,1149,不动如山,0.450451,0.000611
147,萨勒芬妮,1064,坚韧,0.529241,0.000074
246,奇亚娜,1063,狂徒豪气,0.505109,0.000137
80,潘森,1152,任务：钢化你心,0.523634,0.000274
518,妮蔻,1195,巨人杀手,0.517282,0.000174
876,莉莉娅,1097,巫师式思考,0.579665,0.000392
236,卢锡安,1373,缩小引擎,0.492234,0.000375
777,永恩,1320,升级：收集者,0.48042,0.000267
902,米利欧,1325,玻璃大炮,0.415896,0.000008
233,贝蕾亚,1081,踢踏舞,0.513014,0.000068
21,厄运小姐,1347,吵闹鬼,0.477241,0.000056
432,巴德,1320,升级：收集者,0.396457,0.00002
27,辛吉德,1347,吵闹鬼,0.500586,0.000046
82,莫德凯撒,1389,男爵之手,0.486523,0.000006
268,阿兹尔,1015,死亡之环,0.433506,0
22,艾希,1098,急急小子,0.477018,0.000094
31,科加斯,1311,溢流,0.45574,0.000162
34,艾尼维亚,1013,星界躯体,0.474826,0.000017
421,雷克塞,1154,任务：海牛阿福的勇士,0.479739,0.000009
11,易,1112,终极不可阻挡,0.489548,0.000234
203,千珏,1320,升级：收集者,0.514078,0.000446
266,亚托克斯,1411,升级：荆棘之甲,0.499678,0.000006
902,米利欧,1075,慢炖,0.396184,0.000003
240,克烈,1349,终极唤醒,0.440285,0.000008
154,扎克,1019,全凭身法,0.403395,0.000025
20,努努和威朗普,1332,不祥契约,0.442538,0.000049
136,奥瑞利安·索尔,1067,古式佳酿,0.520943,0.000181
101,泽拉斯,1181,重量级打击手,0.428661,0.000005
910,彗,1015,死亡之环,0.486419,0.000014
267,娜美,1056,由心及物,0.507232,0.000094
9,费德提克,1004,回归基本功,0.425465,0.000004
950,纳亚菲利,1318,升级：中娅,0.4,0
75,内瑟斯,1133,魔法飞弹,0.48235,0.000191
61,奥莉安娜,1141,全心为你,0.470842,0.000018
67,薇恩,1082,残暴之力,0.525818,0.000081
142,佐伊,1047,关键暴击,0.444027,0.000053
897,奎桑提,1057,山脉龙魂,0.41444,0.000081
136,奥瑞利安·索尔,1391,红包,0.553674,0.000336
53,布里茨,1327,坚若磐石,0.44968,0.000239
24,贾克斯,1007,大力,0.51804,0.000084
901,斯莫德,2016,注魔,0.469653,0.000062
76,奈德丽,1113,老练狙神,0.432343,0.001017
145,卡莎,1039,冰霜 幽灵,0.462473,0.000012
429,卡莉丝塔,1047,关键暴击,0.538208,0.000079
233,贝蕾亚,1009,霸符兄弟,0.538039,0.000012
901,斯莫德,2005,扳机炼狱,0.438559,0.000025
16,索拉卡,1392,神圣雪球,0.433416,0.000008
201,布隆,1097,巫师式思考,0.426362,0.000002
777,永恩,1004,回归基本功,0.536778,0.000048
131,黛安娜,2006,飞身踢,0.502873,0.00004
33,拉莫斯,1345,心灵净化,0.439697,0.000024
800,梅尔,1413,和我一起困在这里,0.454209,0.000001
80,潘森,1346,吸血习性,0.532389,0.001035
56,魔腾,1318,升级：中娅,0.481481,0
421,雷克塞,1115,最万用的瞄准镜,0.487974,0.000035
201,布隆,1087,台风,0.473793,0.000006
1,安妮,1243,质变：混沌,0.497344,0.000035
106,沃利贝尔,1133,魔法飞弹,0.446418,0.000061
107,雷恩加尔,1206,魔法转物理,0.510502,0.000174
150,纳尔,1097,巫师式思考,0.41422,0.000022
143,婕拉,1379,未知符文_1379,0.478873,0
27,辛吉德,1058,秘术冲拳,0.457669,0.00002
245,艾克,1028,侵蚀,0.487334,0.000028
240,克烈,1388,无限循环往复,0.475342,0.000023
55,卡特琳娜,1129,神射法师,0.404192,0.000421
268,阿兹尔,0,无符文,0.612714,0.002677
24,贾克斯,1025,俯冲轰炸,0.543168,0.000151
90,玛尔扎哈,1250,一板一眼,0.471429,0.000008
61,奥莉安娜,1401,生机迸发,0.492429,0.000014
106,沃利贝尔,1020,黎明使者的坚决,0.49196,0.000102
17,提莫,1068,循环往复,0.517696,0.000563
20,努努和威朗普,2024,由暴生急,0.4206,0.000003
42,库奇,1087,台风,0.459451,0.000286
6,厄加特,1211,杀戮时间到了,0.421208,0.000015
526,芮尔,1170,万用瞄准镜,0.502591,0.00001
421,雷克塞,2010,双发快射,0.442141,0.000003
238,劫,1086,精准奇才,0.474313,0.000017
5,赵信,1029,虚幻武器,0.487425,0.000142
78,波比,1108,自我毁灭,0.495709,0.000232
875,瑟提,1037,急救用具,0.47904,0.000186
12,阿利斯塔,1345,心灵净化,0.464038,0.000216
555,派克,1076,天音爆,0.615385,0
27,辛吉德,2003,魄罗之王的弹跳,0.581247,0.000022
81,伊泽瑞尔,1073,暗影疾奔,0.464633,0.000101
22,艾希,1388,无限循环往复,0.480461,0.000112
42,库奇,1029,虚幻武器,0.480803,0.000181
17,提莫,1060,海洋龙魂,0.508428,0.000159
266,亚托克斯,2004,信念者的强化,0.373626,0
518,妮蔻,1038,有始有终,0.495102,0.000196
360,莎弥拉,2006,飞身踢,0.425073,0.000048
31,科加斯,1342,雪球扭蛋机,0.471945,0.000165
901,斯莫德,1389,男爵之手,0.51241,0.000012
104,格雷福斯,1414,卡皮巴拉空投,0.450775,0.000012
2,奥拉夫,1322,罪恶快感,0.473461,0.000211
91,泰隆,1328,暴击律动,0.463963,0.000009
517,塞拉斯,1214,旋转至胜,0.474504,0.000208
58,雷克顿,2003,魄罗之王的弹跳,0.468998,0.000013
45,维迦,1030,尤里卡,0.555028,0.001903
111,诺提勒斯,1023,魔鬼之舞,0.497993,0.000064
107,雷恩加尔,1315,快中求稳,0.486891,0.000124
59,嘉文四世,1026,唯快不破,0.476397,0.000023
57,茂凯,1344,最终形态,0.470089,0.000081
76,奈德丽,1170,万用瞄准镜,0.393293,0.000011
25,莫甘娜,1149,不动如山,0.506246,0.000169
12,阿利斯塔,1418,砸开那颗蛋,0.489958,0.000008
246,奇亚娜,1424,???,0.442081,0.000003
48,特朗德尔,1103,面包和黄油,0.477456,0.000099
