aug_a,aug_a_name,aug_b,aug_b_name,pair_win_rate,pair_show_rate
1181,重量级打击手,1301,神圣干预,0.491181,0.00034
1154,任务：海牛阿福的勇士,1195,巨人杀手,0.53686,0.000162
1081,踢踏舞,1115,最万用的瞄准镜,0.511726,0.000793
1346,吸血习性,1397,地狱三头犬,0.511533,0.00115
1004,回归基本功,2008,负重爆气,0.52527,0.000165
1047,关键暴击,1075,慢炖,0.458678,0.000071
1086,精准奇才,1353,坦克引擎,0.477116,0.000099
1072,炽烈黎明,1113,老练狙神,0.487193,0.000235
1105,家园卫士,1319,升级：献祭,0.506422,0.000054
1051,点亮他们！,1397,地狱三头犬,0.482652,0.000221
1108,自我毁灭,2010,双发快射,0.481959,0.000044
1002,尖端发明家,1115,最万用的瞄准镜,0.446615,0.000195
1009,霸符兄弟,1156,任务：沃格勒特的巫师帽,0.518767,0.000358
1067,古式佳酿,1424,???,0.450329,0.000018
1314,强力护盾,1421,舞会女王,0.475159,0.000024
1373,缩小引擎,2018,纯粹主义者 - 术师,0.493005,0.000172
1056,由心及物,1204,叠角龙,0.5216,0.000034
1069,退敌力场,1113,老练狙神,0.453184,0.000163
1320,升级：收集者,1424,???,0.446341,0.000034
1194,精怪魔法,1416,海克斯科技龙魂,0.465675,0.000031
1020,黎明使者的坚决,1046,炼狱龙魂,0.481796,0.000157
1062,全能龙魂,1414,卡皮巴拉空投,0.456185,0.000008
1316,刃下生风,1324,蛋白粉奶昔,0.425347,0.000021
1097,巫师式思考,2006,飞身踢,0.469143,0.000148
1116,闪现向前,1243,质变：混沌,0.481666,0.000068
1015,死亡之环,1105,家园卫士,0.490268,0.000064
1401,生机迸发,1424,???,0.459773,0.000011
1334,升级：雪球,2026,杀意翻涌,0.478156,0.000102
1056,由心及物,1322,罪恶快感,0.493616,0.000166
12317,潘朵拉的盒子,1342,雪球扭蛋机,0.504341,0.000001
1006,利刃华尔兹,1108,自我毁灭,0.460706,0.000227
1004,回归基本功,1041,歌利亚巨人,0.527261,0.000263
1063,狂徒豪气,1375,吞噬灵魂,0.487521,0.00013
1013,星界躯体,1379,未知符文_1379,0.441531,0.000006
1045,炼狱导管,1077,灵魂虹吸,0.471872,0.000199
1022,灵巧,1084,穿针引线,0.491242,0.00155
1073,暗影疾奔,1358,弹球,0.480216,0.00016
1026,唯快不破,1039,冰霜 幽灵,0.470765,0.000026
1413,和我一起困在这里,2026,杀意翻涌,0.452921,0.000011
1064,坚韧,1324,蛋白粉奶昔,0.449123,0.000904
1080,会心防御,1420,咏叹奏鸣,0.524724,0.000067
1075,慢炖,2024,由暴生急,0.432868,0.000009
1063,狂徒豪气,1388,无限循环往复,0.512477,0.000179
1098,急急小子,1150,面包和果酱,0.472607,0.000165
1011,你摸不到,1319,升级：献祭,0.444319,0.000038
1071,更万用的瞄准镜,1337,尊我为王,0.515937,0.000203
1051,点亮他们！,1416,海克斯科技龙魂,0.47403,0.000045
0,无符文,1348,闪闪现现,0.513865,0.001433
1063,狂徒豪气,1095,风语者的祝福,0.4724,0.000041
1054,物法皆修,1392,神圣雪球,0.41525,0.000007
1237,质变：黄金阶,2018,纯粹主义者 - 术师,0.49798,0.000042
1060,海洋龙魂,1348,闪闪现现,0.461812,0.000022
1034,防护面纱,1348,闪闪现现,0.458571,0.000016
1036,火上浇油,1066,量子计算,0.450112,0.000107
1070,无休回复,1152,任务：钢化你心,0.502957,0.000739
1195,巨人杀手,1372,小猫咪找妈妈,0.497877,0.000018
1415,双生火焰,2024,由暴生急,0.474646,0.000111
1038,有始有终,1373,缩小引擎,0.539913,0.000647
1116,闪现向前,1424,???,0.444639,0.000005
1020,黎明使者的坚决,1208,轨道镭射,0.472571,0.000026
1373,缩小引擎,1406,祖母的辣椒油,0.570277,0.000924
1062,全能龙魂,1141,全心为你,0.47671,0.000032
1403,属性叠属性！,1421,舞会女王,0.519798,0.000028
1030,尤里卡,1048,珠光护手,0.509696,0.00248
1088,终极刷新,1129,神射法师,0.451634,0.00019
1996,升级：耀光,2018,纯粹主义者 - 术师,0.463665,0.000042
1180,超强大脑,2005,扳机炼狱,0.454924,0.000009
1097,巫师式思考,1344,最终形态,0.49646,0.000278
1082,残暴之力,1323,残忍,0.424983,0.00001
1007,大力,1156,任务：沃格勒特的巫师帽,0.431563,0.00001
1029,虚幻武器,12317,潘朵拉的盒子,0.505405,0.000001
1064,坚韧,1328,暴击律动,0.475238,0.000066
1051,点亮他们！,1344,最终形态,0.520807,0.000132
1015,死亡之环,2006,飞身踢,0.507682,0.000074
1104,仆从大师,2006,飞身踢,0.47609,0.000016
1079,战争交响乐,1373,缩小引擎,0.479222,0.000265
1006,利刃华尔兹,2024,由暴生急,0.436731,0.000049
1058,秘术冲拳,2024,由暴生急,0.457058,0.000114
1073,暗影疾奔,1324,蛋白粉奶昔,0.476178,0.000097
1339,激光治疗,1403,属性叠属性！,0.492748,0.000007
1108,自我毁灭,1180,超强大脑,0.467073,0.000099
1069,退敌力场,1103,面包和黄油,0.444226,0.000134
1113,老练狙神,1181,重量级打击手,0.431009,0.000053
1025,俯冲轰炸,1344,最终形态,0.505404,0.000536
1004,回归基本功,1151,面包和奶酪,0.516727,0.000207
1071,更万用的瞄准镜,1305,练腿日,0.510035,0.000698
1048,珠光护手,1206,魔法转物理,0.494904,0.00135
1039,冰霜 幽灵,1326,夜狩,0.446198,0.000072
1134,亮出你的剑,1392,神圣雪球,0.559302,0.000013
1020,黎明使者的坚决,1321,砍伤,0.48984,0.00015
1326,夜狩,1388,无限循环往复,0.462186,0.000269
1026,唯快不破,1214,旋转至胜,0.532447,0.000046
1038,有始有终,1328,暴击律动,0.507255,0.000399
1104,仆从大师,1310,小丑学院,0.49283,0.000052
1112,终极不可阻挡,1424,???,0.433758,0.000006
1030,尤里卡,1187,闪光弹,0.499383,0.000077
1134,亮出你的剑,1328,暴击律动,0.576557,0.000992
1141,全心为你,2018,纯粹主义者 - 术师,0.494526,0.000017
1113,老练狙神,2003,魄罗之王的弹跳,0.440655,0.00003
1061,回力OK镖,1339,激光治疗,0.509031,0.000021
1349,终极唤醒,1424,???,0.445918,0.000004
1069,退敌力场,1129,神射法师,0.442464,0.00009
1069,退敌力场,1329,史上最大雪球,0.438501,0.000051
1321,砍伤,1339,激光治疗,0.428791,0.000004
1134,亮出你的剑,1313,作弊：我能回城！,0.554768,0.000192
1036,火上浇油,2004,信念者的强化,0.444909,0.000004
1013,星界躯体,1414,卡皮巴拉空投,0.439967,0.000063
1080,会心防御,1310,小丑学院,0.534973,0.000202
1404,属性！,1411,升级：荆棘之甲,0.560518,0.000013
1314,强力护盾,1321,砍伤,0.459768,0.000099
1322,罪恶快感,1356,暴击飞弹,0.516827,0.000403
1319,升级：献祭,1413,和我一起困在这里,0.47233,0.000026
1344,最终形态,1409,魄罗爆破手,0.487717,0.000194
1335,夺金,1391,红包,0.555248,0.001327
1037,急救用具,1052,闪电打击,0.478301,0.000075
1029,虚幻武器,1151,面包和奶酪,0.47306,0.000452
1051,点亮他们！,1319,升级：献祭,0.48117,0.00002
1208,轨道镭射,1214,旋转至胜,0.466058,0.000007
1170,万用瞄准镜,1314,强力护盾,0.45343,0.000046
1118,会心治疗,1187,闪光弹,0.472671,0.000088
1050,基石法师,1319,升级：献祭,0.472541,0.000056
1134,亮出你的剑,1194,精怪魔法,0.568481,0.000056
1149,不动如山,1311,溢流,0.461613,0.000155
1318,升级：中娅,1418,砸开那颗蛋,0.475,0.000003
1009,霸符兄弟,1250,一板一眼,0.490468,0.000174
1084,穿针引线,1133,魔法飞弹,0.486404,0.003002
1344,最终形态,1404,属性！,0.539226,0.000071
1136,扇巴掌,1194,精怪魔法,0.458346,0.000142
1007,大力,2024,由暴生急,0.489199,0.000057
1318,升级：中娅,2006,飞身踢,0.459053,0.000069
1061,回力OK镖,1314,强力护盾,0.480635,0.000029
1073,暗影疾奔,1328,暴击律动,0.535346,0.000381
1088,终极刷新,1333,逃跑计划,0.493943,0.000224
1134,亮出你的剑,2006,飞身踢,0.568522,0.000046
1070,无休回复,1345,心灵净化,0.493085,0.000356
1346,吸血习性,1375,吞噬灵魂,0.489321,0.000757
1108,自我毁灭,1301,神圣干预,0.506558,0.001387
1087,台风,1411,升级：荆棘之甲,0.504491,0.000005
1320,升级：收集者,1340,升级：米凯尔的祝福,0.426856,0.000003
1324,蛋白粉奶昔,1411,升级：荆棘之甲,0.500736,0.000084
1019,全凭身法,1358,弹球,0.454077,0.000088
1032,裁决使,2005,扳机炼狱,0.451084,0.000394
1038,有始有终,1211,杀戮时间到了,0.509119,0.001267
1071,更万用的瞄准镜,1342,雪球扭蛋机,0.480833,0.000197
1206,魔法转物理,1342,雪球扭蛋机,0.48434,0.000181
1138,渴血,1243,质变：混沌,0.512048,0.000873
1156,任务：沃格勒特的巫师帽,1347,吵闹鬼,0.480912,0.000065
1404,属性！,1405,速度恶魔,0.535246,0.000067
1004,回归基本功,1068,循环往复,0.526918,0.000363
1344,最终形态,2002,虚空裂隙,0.523133,0.000031
1084,穿针引线,1136,扇巴掌,0.482125,0.000688
1029,虚幻武器,1032,裁决使,0.483438,0.001915
1198,圣火,1313,作弊：我能回城！,0.467431,0.000179
1390,超凡邪恶,2004,信念者的强化,0.480486,0.000085
1211,杀戮时间到了,1310,小丑学院,0.529226,0.000974
1004,回归基本功,1048,珠光护手,0.525946,0.000443
1113,老练狙神,1337,尊我为王,0.498973,0.000115
1027,大地苏醒,1204,叠角龙,0.436776,0.000001
1386,转得我眩晕了,1424,???,0.444444,0
1320,升级：收集者,2001,当心小蛋糕！,0.497978,0.002141
1317,升级：弯刀,1332,不祥契约,0.404826,0.000001
1105,家园卫士,1305,练腿日,0.528239,0.000216
1057,山脉龙魂,1238,质变：棱彩阶,0.492857,0.000401
1004,回归基本功,1325,玻璃大炮,0.494117,0.000096
1018,巨像的勇气,1349,终极唤醒,0.469104,0.000071
1361,任务：艾卡西亚的陷落,2005,扳机炼狱,0.488822,0.000017
1136,扇巴掌,1330,活力再生,0.478169,0.000027
1080,会心防御,1206,魔法转物理,0.524536,0.00024
1030,尤里卡,1041,歌利亚巨人,0.489051,0.000344
1066,量子计算,1156,任务：沃格勒特的巫师帽,0.490707,0.000047
1204,叠角龙,1397,地狱三头犬,0.489441,0.000007
1072,炽烈黎明,1402,属性叠属性叠属性！,0.505468,0.00001
1326,夜狩,1340,升级：米凯尔的祝福,0.413043,0.000002
1041,歌利亚巨人,1250,一板一眼,0.494757,0.000733
1030,尤里卡,1406,祖母的辣椒油,0.545097,0.001674
1032,裁决使,1372,小猫咪找妈妈,0.494503,0.000058
1041,歌利亚巨人,1404,属性！,0.524308,0.000146
1081,踢踏舞,1402,属性叠属性叠属性！,0.514086,0.000028
1061,回力OK镖,1341,帽上加帽,0.505601,0.000158
1220,连拨击锤,2010,双发快射,0.478388,0.000372
1195,巨人杀手,1317,升级：弯刀,0.458019,0.000025
1346,吸血习性,2003,魄罗之王的弹跳,0.493119,0.000182
1027,大地苏醒,1310,小丑学院,0.523098,0.00017
1225,双刀流,1311,溢流,0.469915,0.00015
1402,属性叠属性叠属性！,2005,扳机炼狱,0.502183,0.000008
1070,无休回复,1074,缩小射线,0.481809,0.000164
1036,火上浇油,1058,秘术冲拳,0.465368,0.000587
1346,吸血习性,1421,舞会女王,0.513701,0.000174
1072,炽烈黎明,1392,神圣雪球,0.437222,0.000008
1009,霸符兄弟,1338,升级：狂妄,0.516946,0.000321
1115,最万用的瞄准镜,1152,任务：钢化你心,0.466842,0.000381
1134,亮出你的剑,1356,暴击飞弹,0.582874,0.000243
1062,全能龙魂,1112,终极不可阻挡,0.476627,0.000072
1317,升级：弯刀,1333,逃跑计划,0.468243,0.000007
1118,会心治疗,1358,弹球,0.44169,0.000113
1390,超凡邪恶,2002,虚空裂隙,0.509576,0.001394
1061,回力OK镖,1348,闪闪现现,0.455212,0.000009
1238,质变：棱彩阶,2005,扳机炼狱,0.494937,0.000093
1095,风语者的祝福,1319,升级：献祭,0.461213,0.000133
1051,点亮他们！,1386,转得我眩晕了,0.442719,0.000002
1074,缩小射线,1339,激光治疗,0.427273,0.000015
1334,升级：雪球,1338,升级：狂妄,0.478209,0.000333
1098,急急小子,1152,任务：钢化你心,0.473219,0.000241
1116,闪现向前,2026,杀意翻涌,0.462342,0.000027
1023,魔鬼之舞,1032,裁决使,0.492646,0.00081
1098,急急小子,1414,卡皮巴拉空投,0.438962,0.000012
1067,古式佳酿,1116,闪现向前,0.476068,0.000053
1042,恶趣味,1328,暴击律动,0.440534,0.00001
1151,面包和奶酪,1206,魔法转物理,0.466776,0.000255
1320,升级：收集者,1392,神圣雪球,0.434844,0.000104
1118,会心治疗,1313,作弊：我能回城！,0.468625,0.000682
1027,大地苏醒,1250,一板一眼,0.463787,0.000083
1075,慢炖,1361,任务：艾卡西亚的陷落,0.554213,0.000264
1018,巨像的勇气,1340,升级：米凯尔的祝福,0.4731,0.000008
1108,自我毁灭,2009,狂热者,0.486287,0.000044
1088,终极刷新,1305,练腿日,0.459268,0.000144
1088,终极刷新,1379,未知符文_1379,0.465702,0.000001
1018,巨像的勇气,1214,旋转至胜,0.469263,0.000013
1156,任务：沃格勒特的巫师帽,12317,潘朵拉的盒子,0.467699,0
1077,灵魂虹吸,2003,魄罗之王的弹跳,0.458412,0.000029
1220,连拨击锤,1373,缩小引擎,0.448926,0.000242
1086,精准奇才,1418,砸开那颗蛋,0.4944,0.000001
1390,超凡邪恶,1996,升级：耀光,0.499223,0.000258
1097,巫师式思考,1154,任务：海牛阿福的勇士,0.479328,0.000162
1206,魔法转物理,2006,飞身踢,0.481587,0.000255
1134,亮出你的剑,1358,弹球,0.547052,0.000032
1103,面包和黄油,1390,超凡邪恶,0.483095,0.000973
1029,虚幻武器,1329,史上最大雪球,0.466253,0.000169
1048,珠光护手,1113,老练狙神,0.470113,0.002418
1084,穿针引线,1347,吵闹鬼,0.457694,0.000115
1023,魔鬼之舞,1332,不祥契约,0.474572,0.000038
1326,夜狩,1358,弹球,0.43505,0.000087
1115,最万用的瞄准镜,1321,砍伤,0.497054,0.000145
1400,最终都市列车,2006,飞身踢,0.509776,0.000286
1421,舞会女王,2024,由暴生急,0.468958,0.000007
1108,自我毁灭,1334,升级：雪球,0.467737,0.000311
1032,裁决使,1384,捐赠,0.511137,0.001406
1052,闪电打击,1133,魔法飞弹,0.473144,0.00062
1076,天音爆,1341,帽上加帽,0.473527,0.000084
12317,潘朵拉的盒子,1411,升级：荆棘之甲,0.475351,0.000001
1060,海洋龙魂,1333,逃跑计划,0.54489,0.000288
1048,珠光护手,1156,任务：沃格勒特的巫师帽,0.513907,0.000984
1321,砍伤,1329,史上最大雪球,0.464601,0.00007
1082,残暴之力,1348,闪闪现现,0.438183,0.000026
1092,易损,1344,最终形态,0.494492,0.000353
1032,裁决使,1063,狂徒豪气,0.509619,0.001505
1341,帽上加帽,1424,???,0.456993,0.000019
1373,缩小引擎,1418,砸开那颗蛋,0.531863,0.000012
1194,精怪魔法,2002,虚空裂隙,0.491619,0.000035
1206,魔法转物理,1330,活力再生,0.471596,0.000094
1013,星界躯体,1317,升级：弯刀,0.413501,0.000004
1044,冰寒,2004,信念者的强化,0.465278,0.000033
1154,任务：海牛阿福的勇士,2010,双发快射,0.515683,0.000032
1087,台风,1325,玻璃大炮,0.428461,0.000107
1325,玻璃大炮,1391,红包,0.504877,0.000121
1112,终极不可阻挡,1413,和我一起困在这里,0.454096,0.000019
1045,炼狱导管,1339,激光治疗,0.471331,0.000028
1057,山脉龙魂,1336,升级：无尽之刃,0.475147,0.00005
1002,尖端发明家,1311,溢流,0.476688,0.000488
1074,缩小射线,1386,转得我眩晕了,0.422512,0.000001
1353,坦克引擎,2002,虚空裂隙,0.487553,0.000262
1058,秘术冲拳,1336,升级：无尽之刃,0.48457,0.000618
1069,退敌力场,1402,属性叠属性叠属性！,0.482628,0.00001
1329,史上最大雪球,1413,和我一起困在这里,0.460152,0.000007
1225,双刀流,2024,由暴生急,0.495655,0.000161
1073,暗影疾奔,1397,地狱三头犬,0.49985,0.000213
1115,最万用的瞄准镜,1315,快中求稳,0.512314,0.000177
1075,慢炖,1328,暴击律动,0.427455,0.000024
1068,循环往复,1379,未知符文_1379,0.455294,0.000003
1052,闪电打击,1116,闪现向前,0.489597,0.000082
1305,练腿日,1332,不祥契约,0.495943,0.000122
1013,星界躯体,1068,循环往复,0.488894,0.0008
1080,会心防御,1320,升级：收集者,0.501057,0.000361
1015,死亡之环,1388,无限循环往复,0.497241,0.000073
1029,虚幻武器,1330,活力再生,0.455964,0.000081
1180,超强大脑,1373,缩小引擎,0.543797,0.000262
1048,珠光护手,1118,会心治疗,0.484657,0.001522
1080,会心防御,1150,面包和果酱,0.467725,0.000096
1220,连拨击锤,1328,暴击律动,0.469321,0.001417
1311,溢流,2016,注魔,0.487511,0.001073
1011,你摸不到,1056,由心及物,0.491553,0.000106
1318,升级：中娅,1375,吞噬灵魂,0.470174,0.000117
1305,练腿日,1421,舞会女王,0.512574,0.00003
1020,黎明使者的坚决,1098,急急小子,0.47317,0.000069
1079,战争交响乐,1141,全心为你,0.425331,0.000009
1045,炼狱导管,12317,潘朵拉的盒子,0.535741,0.000001
1237,质变：黄金阶,1311,溢流,0.494337,0.000437
1054,物法皆修,1198,圣火,0.438506,0.00002
1118,会心治疗,1129,神射法师,0.458996,0.000334
1220,连拨击锤,1414,卡皮巴拉空投,0.404448,0.000012
1023,魔鬼之舞,1331,至高天诺言,0.415556,0.000002
2002,虚空裂隙,2004,信念者的强化,0.479762,0.000007
1134,亮出你的剑,1220,连拨击锤,0.523001,0.000241
0,无符文,1198,圣火,0.572755,0.006897
1007,大力,2018,纯粹主义者 - 术师,0.469816,0.000024
1138,渴血,2001,当心小蛋糕！,0.529667,0.000476
1170,万用瞄准镜,2008,负重爆气,0.460151,0.000107
1334,升级：雪球,1379,未知符文_1379,0.411206,0.000002
1308,火狐,1338,升级：狂妄,0.475119,0.00005
1026,唯快不破,1996,升级：耀光,0.511828,0.000064
1118,会心治疗,1319,升级：献祭,0.472633,0.000517
1030,尤里卡,1071,更万用的瞄准镜,0.471631,0.000212
1195,巨人杀手,1322,罪恶快感,0.523187,0.002848
1020,黎明使者的坚决,1113,老练狙神,0.472401,0.000072
1064,坚韧,1305,练腿日,0.490606,0.000433
1062,全能龙魂,1418,砸开那颗蛋,0.489047,0.000001
1225,双刀流,1373,缩小引擎,0.528978,0.000543
1335,夺金,1344,最终形态,0.508061,0.000047
1095,风语者的祝福,1156,任务：沃格勒特的巫师帽,0.489567,0.000017
1029,虚幻武器,2006,飞身踢,0.47184,0.000327
1039,冰霜 幽灵,1333,逃跑计划,0.515283,0.000185
1026,唯快不破,1397,地狱三头犬,0.472761,0.000055
1324,蛋白粉奶昔,1356,暴击飞弹,0.447834,0.00001
1022,灵巧,1329,史上最大雪球,0.472758,0.000218
1047,关键暴击,1321,砍伤,0.48147,0.000158
1092,易损,1310,小丑学院,0.520581,0.000482
1056,由心及物,2026,杀意翻涌,0.503951,0.00003
1098,急急小子,1328,暴击律动,0.45696,0.00015
1170,万用瞄准镜,1331,至高天诺言,0.420247,0.000007
0,无符文,1085,折磨者,0.55999,0.006729
1027,大地苏醒,1154,任务：海牛阿福的勇士,0.481794,0.000014
1067,古式佳酿,1133,魔法飞弹,0.514916,0.001393
1079,战争交响乐,1204,叠角龙,0.498934,0.000015
1118,会心治疗,1141,全心为你,0.474767,0.000826
1087,台风,1129,神射法师,0.466046,0.000347
1095,风语者的祝福,1138,渴血,0.472405,0.000116
1032,裁决使,1086,精准奇才,0.467215,0.000459
0,无符文,1004,回归基本功,0.652565,0.010767
1023,魔鬼之舞,1379,未知符文_1379,0.466044,0.000001
1375,吞噬灵魂,1391,红包,0.525044,0.000426
1074,缩小射线,1335,夺金,0.456168,0.000087
1060,海洋龙魂,2018,纯粹主义者 - 术师,0.498185,0.000033
1039,冰霜 幽灵,1406,祖母的辣椒油,0.506159,0.000196
1013,星界躯体,1088,终极刷新,0.447724,0.00026
1081,踢踏舞,1086,精准奇才,0.447506,0.000089
1103,面包和黄油,1415,双生火焰,0.469113,0.000219
1027,大地苏醒,1335,夺金,0.481557,0.000011
1208,轨道镭射,1326,夜狩,0.436483,0.000023
1333,逃跑计划,2004,信念者的强化,0.496925,0.000013
1073,暗影疾奔,2010,双发快射,0.546701,0.000133
1025,俯冲轰炸,1080,会心防御,0.500351,0.000109
1115,最万用的瞄准镜,1305,练腿日,0.49377,0.000347
1402,属性叠属性叠属性！,1404,属性！,0.601171,0.000304
1305,练腿日,2005,扳机炼狱,0.458085,0.000036
1058,秘术冲拳,2008,负重爆气,0.476671,0.000353
1311,溢流,1342,雪球扭蛋机,0.482911,0.000197
1057,山脉龙魂,1150,面包和果酱,0.461759,0.000119
1206,魔法转物理,1361,任务：艾卡西亚的陷落,0.507827,0.000039
1052,闪电打击,1204,叠角龙,0.520616,0.000025
1069,退敌力场,1358,弹球,0.430097,0.000027
1225,双刀流,1386,转得我眩晕了,0.480995,0.000002
1034,防护面纱,1136,扇巴掌,0.491327,0.000153
1326,夜狩,2024,由暴生急,0.433696,0.000067
1068,循环往复,1087,台风,0.466969,0.000288
1301,神圣干预,2002,虚空裂隙,0.501419,0.000083
1205,物理转魔法,1373,缩小引擎,0.513134,0.001007
1018,巨像的勇气,1375,吞噬灵魂,0.472767,0.000644
1006,利刃华尔兹,1424,???,0.436007,0.000005
1317,升级：弯刀,1328,暴击律动,0.437551,0.000006
1004,回归基本功,1305,练腿日,0.530404,0.000167
1170,万用瞄准镜,1195,巨人杀手,0.521417,0.001652
1054,物法皆修,1156,任务：沃格勒特的巫师帽,0.454361,0.00005
1051,点亮他们！,1170,万用瞄准镜,0.498557,0.000508
1044,冰寒,1076,天音爆,0.482567,0.000155
1326,夜狩,1361,任务：艾卡西亚的陷落,0.477056,0.000012
1064,坚韧,1115,最万用的瞄准镜,0.452971,0.000185
1342,雪球扭蛋机,1406,祖母的辣椒油,0.518866,0.000193
1154,任务：海牛阿福的勇士,1187,闪光弹,0.481976,0.000023
1086,精准奇才,1154,任务：海牛阿福的勇士,0.47968,0.000018
1032,裁决使,2006,飞身踢,0.474284,0.000861
1048,珠光护手,1075,慢炖,0.458917,0.000165
1129,神射法师,1336,升级：无尽之刃,0.43577,0.000088
1027,大地苏醒,12317,潘朵拉的盒子,0.595707,0
1067,古式佳酿,1103,面包和黄油,0.501785,0.000741
1333,逃跑计划,1346,吸血习性,0.57846,0.002543
1088,终极刷新,1348,闪闪现现,0.426182,0.000033
1068,循环往复,1331,至高天诺言,0.485757,0.00006
1029,虚幻武器,1050,基石法师,0.478348,0.000257
1077,灵魂虹吸,1238,质变：棱彩阶,0.521469,0.00117
1018,巨像的勇气,1305,练腿日,0.477316,0.000108
1006,利刃华尔兹,1404,属性！,0.507728,0.000042
1315,快中求稳,1323,残忍,0.495157,0.000057
1336,升级：无尽之刃,1401,生机迸发,0.50999,0.000087
1018,巨像的勇气,1386,转得我眩晕了,0.425241,0.000001
1009,霸符兄弟,1074,缩小射线,0.482948,0.000194
1080,会心防御,2009,狂热者,0.502486,0.000088
1041,歌利亚巨人,1088,终极刷新,0.467335,0.000267
1087,台风,1402,属性叠属性叠属性！,0.504434,0.000052
1066,量子计算,1086,精准奇才,0.457146,0.000049
1149,不动如山,1181,重量级打击手,0.49494,0.000818
1150,面包和果酱,1305,练腿日,0.478171,0.000231
1028,侵蚀,1032,裁决使,0.492373,0.00088
1319,升级：献祭,2002,虚空裂隙,0.497346,0.000055
1034,防护面纱,1340,升级：米凯尔的祝福,0.522513,0.000021
1022,灵巧,1064,坚韧,0.482523,0.000295
1071,更万用的瞄准镜,1098,急急小子,0.467914,0.000272
1311,溢流,1340,升级：米凯尔的祝福,0.513277,0.000094
1075,慢炖,1348,闪闪现现,0.472723,0.000033
1062,全能龙魂,1316,刃下生风,0.502943,0.000069
1138,渴血,2018,纯粹主义者 - 术师,0.46161,0.000088
2010,双发快射,2016,注魔,0.472837,0.000032
1035,感受燃烧,1321,砍伤,0.49405,0.000056
1214,旋转至胜,12317,潘朵拉的盒子,0.518686,0
1087,台风,1156,任务：沃格勒特的巫师帽,0.467332,0.000059
1022,灵巧,1047,关键暴击,0.508906,0.001079
1104,仆从大师,1404,属性！,0.525556,0.000007
1308,火狐,1358,弹球,0.492805,0.000174
1331,至高天诺言,1344,最终形态,0.430704,0.000004
1030,尤里卡,1082,残暴之力,0.444861,0.00003
1019,全凭身法,1041,歌利亚巨人,0.49066,0.000267
1011,你摸不到,1103,面包和黄油,0.443241,0.000144
1068,循环往复,1414,卡皮巴拉空投,0.450286,0.00005
1076,天音爆,1129,神射法师,0.454126,0.000049
1009,霸符兄弟,1211,杀戮时间到了,0.502852,0.000407
1052,闪电打击,1356,暴击飞弹,0.544069,0.000648
1037,急救用具,1404,属性！,0.504228,0.000028
1195,巨人杀手,1386,转得我眩晕了,0.472822,0.000004
1052,闪电打击,1301,神圣干预,0.467186,0.000174
1044,冰寒,1349,终极唤醒,0.470403,0.000272
1062,全能龙魂,1327,坚若磐石,0.480676,0.000078
1129,神射法师,1198,圣火,0.44726,0.000084
1082,残暴之力,1315,快中求稳,0.512496,0.000222
1308,火狐,1328,暴击律动,0.474588,0.000027
1025,俯冲轰炸,1404,属性！,0.546795,0.000048
1320,升级：收集者,1391,红包,0.548902,0.003868
1057,山脉龙魂,1314,强力护盾,0.451017,0.000083
1328,暴击律动,1416,海克斯科技龙魂,0.476792,0.000072
1054,物法皆修,2002,虚空裂隙,0.450266,0.000026
1220,连拨击锤,1401,生机迸发,0.453672,0.000056
1205,物理转魔法,1405,速度恶魔,0.499937,0.000559
1018,巨像的勇气,1324,蛋白粉奶昔,0.476865,0.000152
1048,珠光护手,1403,属性叠属性！,0.529701,0.000344
1047,关键暴击,2004,信念者的强化,0.45398,0.000005
1237,质变：黄金阶,1347,吵闹鬼,0.47058,0.000046
1238,质变：棱彩阶,1328,暴击律动,0.517891,0.001317
1115,最万用的瞄准镜,1237,质变：黄金阶,0.490815,0.00033
1015,死亡之环,1243,质变：混沌,0.494553,0.000085
1004,回归基本功,1138,渴血,0.550973,0.00066
1097,巫师式思考,1358,弹球,0.467079,0.000232
1011,你摸不到,1389,男爵之手,0.502035,0.000003
1068,循环往复,1333,逃跑计划,0.547174,0.000778
1141,全心为你,1361,任务：艾卡西亚的陷落,0.483848,0.000006
1136,扇巴掌,1347,吵闹鬼,0.47085,0.000045
1237,质变：黄金阶,1416,海克斯科技龙魂,0.50855,0.00005
1013,星界躯体,1027,大地苏醒,0.450006,0.00008
1115,最万用的瞄准镜,1220,连拨击锤,0.461292,0.000558
1141,全心为你,2005,扳机炼狱,0.431481,0.000002
1118,会心治疗,2016,注魔,0.460862,0.000052
1305,练腿日,2018,纯粹主义者 - 术师,0.471977,0.000026
1004,回归基本功,1198,圣火,0.487397,0.000052
1384,捐赠,1406,祖母的辣椒油,0.557002,0.000561
1006,利刃华尔兹,1105,家园卫士,0.482839,0.000126
1070,无休回复,1198,圣火,0.484074,0.000109
1151,面包和奶酪,1409,魄罗爆破手,0.491839,0.000241
1011,你摸不到,1042,恶趣味,0.433225,0.000039
1328,暴击律动,1413,和我一起困在这里,0.436403,0.000003
1220,连拨击锤,1346,吸血习性,0.502806,0.002187
1044,冰寒,1406,祖母的辣椒油,0.549922,0.00138
1113,老练狙神,1301,神圣干预,0.460234,0.000164
1080,会心防御,1113,老练狙神,0.462327,0.000153
1054,物法皆修,1062,全能龙魂,0.47378,0.000053
1030,尤里卡,1105,家园卫士,0.554666,0.000827
1077,灵魂虹吸,1337,尊我为王,0.5108,0.000107
1154,任务：海牛阿福的勇士,1424,???,0.451864,0.000002
